C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_37_515.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_37_515.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_37_515.jpg,0,0,0,2.22082E-06
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_37_584.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_37_584.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_37_584.jpg,0,0,0,1.724658E-06
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_37_654.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_37_654.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_37_654.jpg,0,0,0,3.044343E-06
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_37_721.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_37_721.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_37_721.jpg,0,0,0,1.071985E-05
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_37_789.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_37_789.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_37_789.jpg,0,0,0,6.059223E-06
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_37_856.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_37_856.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_37_856.jpg,0,0,0,6.592681E-06
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_37_924.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_37_924.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_37_924.jpg,0,0,0,2.496806E-06
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_37_993.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_37_993.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_37_993.jpg,0,0,0,9.026435E-06
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_38_062.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_38_062.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_38_062.jpg,0,0,0,6.393664E-06
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_38_130.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_38_130.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_38_130.jpg,0,0,0,7.294563E-07
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_38_198.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_38_198.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_38_198.jpg,0,0,0,4.941234E-07
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_38_265.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_38_265.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_38_265.jpg,0,0,0,1.537186E-05
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_38_333.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_38_333.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_38_333.jpg,0,0,0,2.408186E-05
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_38_401.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_38_401.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_38_401.jpg,0,0,0,4.799827E-06
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_38_468.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_38_468.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_38_468.jpg,0,0,0,1.312651E-06
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_38_536.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_38_536.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_38_536.jpg,0,0,0,1.830298E-06
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_38_604.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_38_604.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_38_604.jpg,0,0,0,1.590252E-05
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_38_672.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_38_672.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_38_672.jpg,0,0,0,1.051688E-05
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_38_741.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_38_741.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_38_741.jpg,0,0,0,1.033425E-05
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_38_809.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_38_809.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_38_809.jpg,0,0,0,4.566336E-06
C:\Users\kim\Desktop\ffffff\IMG\center_2022_06_07_10_43_38_876.jpg,C:\Users\kim\Desktop\ffffff\IMG\left_2022_06_07_10_43_38_876.jpg,C:\Users\kim\Desktop\ffffff\IMG\right_2022_06_07_10_43_38_876.jpg,0,0,0,1.450284E-05
